grid_id,sido_name,sigungu_code,sigungu_name,emd_code,emd_name,priority_grade,risk_grade,risk_score,access_score,estimated_minutes,unassigned_reason
363372,충청남도,34580,태안군,34580320,남면,우선 예찰,매우 높음,93.98854890821865,63.562343712934414,45.0,대기 현장요원 없음
380511,충청남도,34580,태안군,34580120,안면읍,우선 예찰,매우 높음,93.89458937310052,54.55997360735888,80.0,대기 현장요원 없음
381735,충청남도,34580,태안군,34580120,안면읍,우선 예찰,매우 높음,93.83310668811716,54.51214467365556,80.0,대기 현장요원 없음
352351,충청남도,34580,태안군,34580330,근흥면,우선 예찰,매우 높음,93.6811053637252,66.58951797944556,60.0,대기 현장요원 없음
358475,충청남도,34580,태안군,34580320,남면,우선 예찰,매우 높음,93.65053501838364,71.32588403877004,45.0,대기 현장요원 없음
376850,충청남도,34580,태안군,34580120,안면읍,우선 예찰,매우 높음,93.6316433083003,59.5650487833561,65.0,대기 현장요원 없음
362160,충청남도,34580,태안군,34580320,남면,우선 예찰,매우 높음,93.59305331865066,63.65197327755402,60.0,대기 현장요원 없음
367007,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,93.58100043841895,62.912247209598334,45.0,대기 현장요원 없음
363348,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,93.57949043833908,68.90073244413031,45.0,대기 현장요원 없음
376846,충청남도,34580,태안군,34580120,안면읍,우선 예찰,매우 높음,93.54515995542384,60.82359937285016,45.0,대기 현장요원 없음
353572,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,93.4796513458686,68.29592633572875,45.0,대기 현장요원 없음
363339,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,93.4541980110115,63.12908445779527,45.0,대기 현장요원 없음
356015,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,93.40952779047974,67.36319020009347,45.0,대기 현장요원 없음
362147,충청남도,34580,태안군,34580320,남면,우선 예찰,매우 높음,93.36509038075164,69.59773617089053,45.0,대기 현장요원 없음
354809,충청남도,34580,태안군,34580320,남면,우선 예찰,매우 높음,93.33044323719672,67.21434562129245,60.0,대기 현장요원 없음
362118,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,93.29895524363394,61.57998448768521,45.0,대기 현장요원 없음
360898,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,93.19628990019156,61.13472357835128,45.0,대기 현장요원 없음
353587,충청남도,34580,태안군,34580320,남면,우선 예찰,매우 높음,93.01748919268758,64.6211755780833,45.0,대기 현장요원 없음
364592,충청남도,34580,태안군,34580320,남면,우선 예찰,매우 높음,93.0172134698419,66.95370400472424,45.0,대기 현장요원 없음
359676,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,92.99683794574776,62.772254334781394,60.0,대기 현장요원 없음
357239,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,92.9792567056778,72.19393710875083,45.0,대기 현장요원 없음
365822,충청남도,34580,태안군,34580320,남면,우선 예찰,매우 높음,92.8250685017015,62.41997416887416,60.0,대기 현장요원 없음
353571,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,92.77961720732732,70.40099275891542,60.0,대기 현장요원 없음
358472,충청남도,34580,태안군,34580320,남면,우선 예찰,매우 높음,92.6813035742505,65.68747411114208,45.0,대기 현장요원 없음
354792,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,92.63989173554732,67.80889492851747,45.0,대기 현장요원 없음
357255,충청남도,34580,태안군,34580320,남면,우선 예찰,매우 높음,92.52366469086802,73.22971593783424,45.0,대기 현장요원 없음
376847,충청남도,34580,태안군,34580120,안면읍,우선 예찰,매우 높음,92.5008726199015,61.1191503926208,60.0,대기 현장요원 없음
360895,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,92.49363607019616,64.88951622868062,60.0,대기 현장요원 없음
362137,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,92.46704705533377,62.61491757690478,60.0,대기 현장요원 없음
341348,충청남도,34580,태안군,34580340,소원면,우선 예찰,매우 높음,92.4598727292542,60.91650430981005,60.0,대기 현장요원 없음
353570,충청남도,34580,태안군,34580110,태안읍,우선 예찰,매우 높음,92.43886380509984,62.80575291201685,60.0,대기 현장요원 없음
